"","income","apr","OccGroup"
"53721","$50-75k",0.28574,"Nursing"
"53722","$25-50k",0.27246,"Executive"
"53723","$50-75k",0.20268,"None provided"
"53724","$50-75k",0.32538,"Accountant"
"53725","$50-75k",0.17061,"Other"
"53726","$25-50k",0.27776,"Other"
"53728","$25-50k",0.33553,"Waiter/Waitress"
"53729","$100k+",0.10878,"Professional"
"53730","$100k+",0.14328,"Sales"
"53731","$25-50k",0.32538,"Clerical"
"53732","$75-100k",0.21136,"Engineer"
"53733","$25-50k",0.20735,"Professional"
"53734","$50-75k",0.2354,"Professional"
"53735","$25-50k",0.2878,"Skilled Labor"
"53736","$25-50k",0.28974,"Other"
"53737","$1-25k",0.35797,"Medical Technician"
"53738","$100k+",0.21636,"Executive"
"53739","$100k+",0.16147,"Investor"
"53740","$1-25k",0.21739,"Food Service"
"53741","$25-50k",0.12562,"Analyst"
"53742","$25-50k",0.2924,"Admin Assistant"
"53743","$25-50k",0.2706,"Skilled Labor"
"53744","$50-75k",0.28324,"Analyst"
"53746","$25-50k",0.30234,"Other"
"53747","$50-75k",0.1709,"Other"
"53748","$100k+",0.15833,"Sales"
"53749","$25-50k",0.19859,"Truck Driver"
"53750","$50-75k",0.17138,"Other"
"53751","$25-50k",0.22237,"Laborer"
"53753","$50-75k",0.11194,"Other"
"53755","$100k+",0.13189,"Executive"
"53756","$25-50k",0.27246,"Laborer"
"53757","$50-75k",0.22287,"Programmer"
"53758","$25-50k",0.35797,"Teaching"
"53759","$75-100k",0.31375,"Attorney"
"53760","$25-50k",0.22456,"Teaching"
"53762","$75-100k",0.30398,"Construction"
"53765","$50-75k",0.20462,"Other"
"53766","$25-50k",0.2214,"Professional"
"53767","$100k+",0.14709,"Programmer"
"53768","$100k+",0.29363,"Executive"
"53769","$75-100k",0.06828,"Medical Technician"
"53770","$50-75k",0.22362,"Admin Assistant"
"53771","$100k+",0.12528,"Other"
"53774","$50-75k",0.33922,"Truck Driver"
"53775","$25-50k",0.17611,"Food Service"
"53776","$50-75k",0.31616,"Other"
"53777","$50-75k",0.0799,"Other"
"53778","$100k+",0.06726,"Analyst"
"53779","$50-75k",0.29464,"Truck Driver"
"53780","$25-50k",0.35797,"Police Officer"
"53781","$50-75k",0.20735,"Other"
"53782","$25-50k",0.13453,"Civil Service"
"53783","$25-50k",0.07516,"Analyst"
"53784","$75-100k",0.29486,"Other"
"53786","$1-25k",0.35643,"Student"
"53787","$25-50k",0.22034,"Other"
"53789","$100k+",0.22875,"Professional"
"53790","$25-50k",0.27623,"Other"
"53791","$25-50k",0.16732,"Laborer"
"53792","$25-50k",0.2699,"Laborer"
"53793","$25-50k",0.33973,"Retail Management"
"53794","$100k+",0.15223,"Professional"
"53795","$100k+",0.12081,"Pharmacist"
"53796","$50-75k",0.15844,"Medical Technician"
"53797","$75-100k",0.16215,"Professional"
"53798","$25-50k",0.08477,"Teaching"
"53799","$50-75k",0.09387,"Teaching"
"53800","$75-100k",0.13248,"Professional"
"53801","$75-100k",0.1802,"Other"
"53802","$50-75k",0.37453,"Admin Assistant"
"53803","$25-50k",0.27623,"Skilled Labor"
"53804","$100k+",0.06576,"Accountant"
"53806","$25-50k",0.27285,"Retail Management"
"53807","$25-50k",0.09479,"Waiter/Waitress"
"53808","$1-25k",0.24285,"Food Service"
"53809","$50-75k",0.16686,"Sales"
"53810","$25-50k",0.30899,"Social Worker"
"53811","$25-50k",0.19859,"Construction"
"53812","$50-75k",0.27462,"Civil Service"
"53813","$100k+",0.2004,"Other"
"53814","$50-75k",0.35797,"Food Service Mgmt"
"53815","$100k+",0.16499,"Executive"
"53816","$25-50k",0.17142,"Food Service Mgmt"
"53817","$25-50k",0.28974,"Nursing"
"53818","$100k+",0.17151,"Executive"
"53819","$25-50k",0.28848,"Admin Assistant"
"53820","$50-75k",0.2706,"Nursing"
"53821","$100k+",0.28848,"Investor"
"53822","$50-75k",0.18197,"Nursing"
"53823","$25-50k",0.3593,"Nursing"
"53824","$50-75k",0.35643,"Teaching"
"53825","$100k+",0.19661,"Professional"
"53826","$25-50k",0.2173,"Other"
"53827","$25-50k",0.25424,"Other"
"53829","$25-50k",0.3104,"Sales"
"53830","$75-100k",0.08496,"Retail Management"
"53831","$50-75k",0.22466,"Other"
"53832","$1-25k",0.22338,"Skilled Labor"
"53833","$50-75k",0.2837,"Engineer"
"53836","$50-75k",0.35797,"Civil Service"
"53837","$50-75k",0.23438,"None provided"
"53838","$50-75k",0.28339,"Admin Assistant"
"53839","$75-100k",0.12716,"Retail Management"
"53840","$50-75k",0.3509,"Nursing"
"53841","$50-75k",0.33215,"None provided"
"53842","$50-75k",0.31375,"Skilled Labor"
"53843","$25-50k",0.30131,"Realtor"
"53844","$100k+",0.12016,"Attorney"
"53845","$50-75k",0.22466,"Tradesman"
"53846","$50-75k",0.14709,"Sales"
"53847","$100k+",0.0762,"Professional"
"53848","$100k+",0.22283,"Professional"
"53849","$75-100k",0.15223,"Teaching"
"53850","$75-100k",0.12801,"Civil Service"
"53851","$25-50k",0.2968,"Admin Assistant"
"53852","$50-75k",0.17322,"Engineer"
"53854","$25-50k",0.18726,"Other"
"53856","$25-50k",0.25781,"Other"
"53857","$25-50k",0.12821,"Medical Technician"
"53858","$75-100k",0.13942,"Sales"
"53859","$100k+",0.07922,"Executive"
"53860","$100k+",0.14419,"Other"
"53861","$1-25k",0.41355,"Sales"
"53862","$25-50k",0.27285,"Skilled Labor"
"53863","$50-75k",0.35797,"Analyst"
"53864","$100k+",0.20706,"Realtor"
"53865","$25-50k",0.12402,"Other"
"53866","$100k+",0.21372,"Police Officer"
"53867","$50-75k",0.19681,"Clerical"
"53868","$25-50k",0.07329,"Teaching"
"53869","$100k+",0.17359,"Programmer"
"53870","$100k+",0.23438,"Professional"
"53871","$25-50k",0.16984,"Teaching"
"53872","$100k+",0.17685,"Other"
"53874","$50-75k",0.18197,"Fireman"
"53875","$50-75k",0.35805,"Biologist"
"53876","$50-75k",0.22362,"Nursing"
"53877","$25-50k",0.24753,"Construction"
"53878","$1-25k",0.20716,"Waiter/Waitress"
"53879","$75-100k",0.35797,"Skilled Labor"
"53880","$25-50k",0.35356,"Food Service Mgmt"
"53881","$50-75k",0.11696,"Other"
"53882","$50-75k",0.35119,"Civil Service"
"53883","$25-50k",0.35797,"Other"
"53884","$50-75k",0.35797,"Other"
"53885","$50-75k",0.09844,"Other"
"53886","$25-50k",0.20053,"Clerical"
"53887","$25-50k",0.27246,"Retail Management"
"53888","$1-25k",0.16147,"Laborer"
"53889","$25-50k",0.35643,"Skilled Labor"
"53890","$25-50k",0.17649,"Nursing"
"53891","$25-50k",0.18725,"Analyst"
"53892","$50-75k",0.15629,"Other"
"53893","$50-75k",0.20081,"Other"
"53894","$50-75k",0.14147,"Analyst"
"53895","$50-75k",0.20462,"Accountant"
"53896","$75-100k",0.35797,"Sales"
"53897","$25-50k",0.34621,"Other"
"53898","$75-100k",0.22354,"Social Worker"
"53901","$25-50k",0.10692,"Clerical"
"53902","$100k+",0.11695,"Pharmacist"
"53903","$100k+",0.17359,"Executive"
"53904","$50-75k",0.19546,"Programmer"
"53905","$25-50k",0.28544,"Clerical"
"53906","$25-50k",0.17922,"Programmer"
"53907","$100k+",0.14458,"Professional"
"53908","$100k+",0.17192,"Other"
"53909","$25-50k",0.08641,"Professional"
"53910","$25-50k",0.35643,"Other"
"53912","$75-100k",0.23984,"Engineer"
"53913","$25-50k",0.37453,"Sales"
"53914","$25-50k",0.30697,"Other"
"53915","$50-75k",0.14453,"Teaching"
"53917","$50-75k",0.31053,"Truck Driver"
"53918","$75-100k",0.13152,"Nursing"
"53919","$25-50k",0.17359,"Clerical"
"53920","$25-50k",0.31375,"Civil Service"
"53921","$50-75k",0.33084,"Other"
"53923","$25-50k",0.2951,"Nursing"
"53924","$100k+",0.20462,"Executive"
"53925","$75-100k",0.19364,"Programmer"
"53926","$25-50k",0.32538,"Other"
"53927","$25-50k",0.12081,"Professional"
"53928","$25-50k",0.20735,"Clerical"
"53931","$1-25k",0.12782,"Other"
"53932","$75-100k",0.31616,"None provided"
"53933","$100k+",0.20808,"Professional"
"53934","$25-50k",0.37453,"Student"
"53935","$75-100k",0.09479,"Programmer"
"53936","$25-50k",0.14341,"Other"
"53937","$25-50k",0.11749,"Programmer"
"53938","$50-75k",0.23438,"Admin Assistant"
"53939","$50-75k",0.12866,"Analyst"
"53940","$50-75k",0.2878,"Teaching"
"53942","$100k+",0.31344,"Pharmacist"
"53943","$100k+",0.15936,"Sales"
"53944","$100k+",0.25451,"Engineer"
"53945","$75-100k",0.16678,"Other"
"53947","$25-50k",0.29394,"Other"
"53948","$25-50k",0.28851,"Food Service Mgmt"
"53949","$25-50k",0.18555,"Tradesman"
"53950","$75-100k",0.06377,"Professional"
"53951","$100k+",0.09434,"Principal"
"53952","$75-100k",0.23981,"Accountant"
"53953","$25-50k",0.30962,"Other"
"53954","$50-75k",0.23898,"Tradesman"
"53955","$100k+",0.27467,"Other"
"53956","$75-100k",0.13138,"Other"
"53957","$25-50k",0.22875,"Postal Service"
"53958","$25-50k",0.25424,"Other"
"53959","$50-75k",0.17685,"Teaching"
"53960","$75-100k",0.27554,"Postal Service"
"53961","$25-50k",0.18637,"Accountant"
"53962","$50-75k",0.09826,"Food Service Mgmt"
"53963","$25-50k",0.11651,"Clergy/Religious"
"53964","$25-50k",0.2214,"Other"
"53965","$100k+",0.18316,"Professional"
"53966","$1-25k",0.37453,"Tradesman"
"53967","$25-50k",0.3179,"Accountant"
"53968","$50-75k",0.1973,"Professional"
"53969","$100k+",0.19501,"Doctor/Dentist"
"53970","$50-75k",0.2214,"None provided"
"53972","$75-100k",0.13942,"Sales"
"53974","$25-50k",0.26793,"Military"
"53975","$50-75k",0.16175,"Engineer"
"53976","$50-75k",0.35643,"Other"
"53977","$50-75k",0.11599,"Accountant"
"53978","$50-75k",0.14658,"Sales"
"53980","$25-50k",0.24282,"Analyst"
"53981","$25-50k",0.21566,"Tradesman"
"53982","$50-75k",0.16115,"Realtor"
"53984","$25-50k",0.24252,"Clerical"
"53985","$25-50k",0.30805,"Waiter/Waitress"
"53987","$50-75k",0.14039,"Teaching"
"53988","$75-100k",0.12205,"Attorney"
"53989","$75-100k",0.17969,"Retail Management"
"53990","$25-50k",0.19501,"Other"
"53991","$75-100k",0.08325,"Civil Service"
"53992","$25-50k",0.202,"Other"
"53993","$25-50k",0.25781,"Professional"
"53994","$100k+",0.35643,"Military"
"53995","$25-50k",0.22439,"Teaching"
"53996","$50-75k",0.19029,"Programmer"
"53998","$75-100k",0.20593,"Executive"
"53999","$50-75k",0.37733,"Postal Service"
"54000","$75-100k",0.21156,"Professional"
"54002","$50-75k",0.18197,"Police Officer"
"54004","$75-100k",0.17018,"Engineer"
"54005","$1-25k",0.35797,"Sales"
"54006","$75-100k",0.24246,"Engineer"
"54008","$25-50k",0.30285,"Sales"
"54009","$75-100k",0.15425,"Other"
"54010","$50-75k",0.35797,"Sales"
"54011","$25-50k",0.37453,"Other"
"54012","$50-75k",0.2533,"Professional"
"54013","$75-100k",0.20524,"Biologist"
"54014","$25-50k",0.35643,"Admin Assistant"
"54015","$25-50k",0.23748,"Analyst"
"54016","$25-50k",0.202,"Other"
"54017","$25-50k",0.23438,"Medical Technician"
"54018","$50-75k",0.19236,"Other"
"54019","$50-75k",0.37453,"Sales"
"54020","$1-25k",0.09135,"Clergy/Religious"
"54021","$1-25k",0.18948,"Sales"
"54022","$75-100k",0.24246,"Other"
"54023","$50-75k",0.23477,"Medical Technician"
"54024","$100k+",0.22505,"Doctor/Dentist"
"54025","$50-75k",0.23438,"Other"
"54026","$50-75k",0.29167,"Construction"
"54027","$75-100k",0.16717,"Other"
"54028","$1-25k",0.35797,"Other"
"54029","$75-100k",0.28974,"Professional"
"54030","$25-50k",0.29588,"Other"
"54032","$50-75k",0.19921,"Teaching"
"54033","$1-25k",0.19446,"Clerical"
"54034","$50-75k",0.21648,"Professional"
"54035","$25-50k",0.31069,"Other"
"54036","$1-25k",0.35797,"Other"
"54038","$100k+",0.14714,"Other"
"54039","$50-75k",0.08325,"Professional"
"54040","$50-75k",0.202,"Professional"
"54041","$25-50k",0.28899,"None provided"
"54042","$50-75k",0.28574,"Professional"
"54043","$25-50k",0.12691,"Sales"
"54044","$25-50k",0.13799,"Skilled Labor"
"54045","$25-50k",0.25259,"Other"
"54046","$25-50k",0.25013,"Professional"
"54047","$25-50k",0.16577,"Construction"
"54049","$100k+",0.1019,"Other"
"54050","$50-75k",0.18479,"None provided"
"54051","$50-75k",0.15562,"Other"
"54052","$50-75k",0.18197,"Clerical"
"54053","$25-50k",0.26149,"Medical Technician"
"54054","$25-50k",0.25486,"Other"
"54055","$75-100k",0.26516,"Civil Service"
"54056","$50-75k",0.30285,"Truck Driver"
"54057","$75-100k",0.29998,"Nursing"
"54058","$75-100k",0.15016,"Accountant"
"54059","$50-75k",0.21699,"Other"
"54060","$25-50k",0.27246,"Other"
"54061","$25-50k",0.35797,"Construction"
"54062","$75-100k",0.35797,"Executive"
"54063","$75-100k",0.30564,"Professional"
"54064","$25-50k",0.17813,"Military"
"54065","$25-50k",0.20081,"Other"
"54066","$1-25k",0.11265,"Military"
"54067","$100k+",0.16713,"Car Dealer"
"54068","$50-75k",0.20705,"Other"
"54069","$25-50k",0.25013,"Accountant"
"54070","$25-50k",0.127,"Teaching"
"54071","$1-25k",0.32358,"Other"
"54072","$75-100k",0.28339,"Sales"
"54074","$100k+",0.14658,"Engineer"
"54075","$25-50k",0.23121,"Other"
"54076","$50-75k",0.18913,"Sales"
"54077","$50-75k",0.22549,"Other"
"54078","$100k+",0.23121,"Police Officer"
"54079","$50-75k",0.20808,"Other"
"54080","$50-75k",0.2878,"Professional"
"54081","$25-50k",0.24246,"Other"
"54082","$100k+",0.28851,"Analyst"
"54083","$25-50k",0.1709,"Skilled Labor"
"54084","$25-50k",0.33553,"Clerical"
"54085","$100k+",0.15783,"Professional"
"54086","$1-25k",0.12562,"Teaching"
"54087","$50-75k",0.11656,"Laborer"
"54088","$50-75k",0.27246,"Postal Service"
"54089","$50-75k",0.12081,"Laborer"
"54090","$50-75k",0.0903,"Accountant"
"54091","$50-75k",0.20462,"Other"
"54093","$100k+",0.35797,"Skilled Labor"
"54094","$25-50k",0.27306,"Professional"
"54095","$25-50k",0.33626,"Sales"
"54096","$25-50k",0.35643,"Professional"
"54097","$25-50k",0.33973,"Other"
"54098","$50-75k",0.11563,"Other"
"54099","$100k+",0.17495,"Professional"
"54100","$25-50k",0.21016,"Sales"
"54101","$75-100k",0.26487,"Engineer"
"54103","$50-75k",0.17061,"Professional"
"54104","$50-75k",0.28574,"Car Dealer"
"54105","$100k+",0.35643,"Other"
"54106","$25-50k",0.20735,"Skilled Labor"
"54107","$75-100k",0.27335,"None provided"
"54108","$100k+",0.14453,"Civil Service"
"54109","$100k+",0.16969,"Professional"
"54111","$50-75k",0.33973,"Sales"
"54112","$50-75k",0.30532,"Teaching"
"54113","$100k+",0.08325,"Other"
"54114","$75-100k",0.13799,"Professional"
"54116","$75-100k",0.20735,"Other"
"54117","$100k+",0.32538,"Accountant"
"54118","$50-75k",0.09837,"Accountant"
"54119","$75-100k",0.06726,"None provided"
"54120","$25-50k",0.19529,"Other"
"54121","$25-50k",0.15936,"Civil Service"
"54122","$25-50k",0.23784,"Programmer"
"54123","$100k+",0.24758,"Programmer"
"54124","$50-75k",0.23847,"Other"
"54125","$25-50k",0.20462,"Other"
"54126","$25-50k",0.33393,"Professional"
"54127","$75-100k",0.35797,"Professional"
"54129","$50-75k",0.10638,"Programmer"
"54130","$75-100k",0.37453,"Other"
"54131","$25-50k",0.13202,"Truck Driver"
"54132","$25-50k",0.32446,"Doctor/Dentist"
"54133","$25-50k",0.27462,"Clerical"
"54134","$50-75k",0.25841,"Other"
"54135","$25-50k",0.20735,"Teaching"
"54136","$25-50k",0.14942,"Other"
"54137","$50-75k",0.26333,"Executive"
"54138","$100k+",0.22135,"Executive"
"54139","$25-50k",0.17401,"Other"
"54140","$25-50k",0.33687,"Other"
"54141","$75-100k",0.21935,"Professional"
"54142","$75-100k",0.16499,"Retail Management"
"54143","$1-25k",0.1709,"Clerical"
"54144","$25-50k",0.2214,"Professional"
"54146","$25-50k",0.30131,"None provided"
"54147","$50-75k",0.16309,"Other"
"54148","$50-75k",0.29791,"Other"
"54149","$50-75k",0.13836,"Analyst"
"54150","$25-50k",0.11194,"Other"
"54151","$50-75k",0.28771,"Teaching"
"54152","$50-75k",0.19906,"Programmer"
"54153","$75-100k",0.09434,"Programmer"
"54154","$75-100k",0.14453,"Laborer"
"54155","$1-25k",0.27246,"Sales"
"54156","$75-100k",0.18275,"Analyst"
"54157","$25-50k",0.21372,"Food Service"
"54158","$25-50k",0.202,"Other"
"54159","$100k+",0.08314,"Executive"
"54160","$25-50k",0.28851,"Admin Assistant"
"54163","$25-50k",0.35643,"Professional"
"54164","$1-25k",0.18837,"Tradesman"
"54165","$50-75k",0.12716,"Postal Service"
"54166","$25-50k",0.17839,"Other"
"54167","$25-50k",0.35285,"Retail Management"
"54168","$50-75k",0.23939,"Admin Assistant"
"54169","$50-75k",0.19029,"Professional"
"54170","$100k+",0.19144,"Nursing"
"54171","$50-75k",0.0768,"Teaching"
"54172","$25-50k",0.37453,"Sales"
"54173","$50-75k",0.18837,"Medical Technician"
"54174","$100k+",0.13604,"Accountant"
"54175","$25-50k",0.29486,"Professional"
"54176","$100k+",0.11448,"Other"
"54177","$50-75k",0.22601,"Professional"
"54178","$25-50k",0.34588,"Other"
"54179","$50-75k",0.18479,"Engineer"
"54180","$25-50k",0.16324,"None provided"
"54183","$25-50k",0.26478,"Food Service"
"54184","$25-50k",0.24589,"Clergy/Religious"
"54185","$100k+",0.2951,"Other"
"54186","$50-75k",0.23666,"Sales"
"54187","$25-50k",0.22362,"Professional"
"54189","$1-25k",0.09688,"Student"
"54190","$25-50k",0.30285,"Landscaping"
"54192","$25-50k",0.28574,"Executive"
"54193","$50-75k",0.16294,"Professor"
"54194","$25-50k",0.13204,"Social Worker"
"54197","$25-50k",0.11296,"Admin Assistant"
"54198","$50-75k",0.35643,"Biologist"
"54199","$50-75k",0.13461,"Teaching"
"54201","$50-75k",0.26855,"Professional"
"54202","$1-25k",0.21223,"Nursing"
"54203","$50-75k",0.20808,"Other"
"54204","$75-100k",0.21566,"Sales"
"54205","$75-100k",0.25259,"Other"
"54206","$75-100k",0.27462,"Analyst"
"54207","$50-75k",0.37453,"Other"
"54208","$75-100k",0.33215,"Tradesman"
"54209","$50-75k",0.24702,"Professional"
"54210","$1-25k",0.11891,"Student"
"54211","$50-75k",0.33291,"Teaching"
"54213","$75-100k",0.17322,"Executive"
"54214","$50-75k",0.2214,"Postal Service"
"54216","$50-75k",0.14453,"Sales"
"54217","$50-75k",0.3304,"Professional"
"54218","$25-50k",0.17423,"Retail Management"
"54219","$25-50k",0.11797,"Truck Driver"
"54220","$25-50k",0.25259,"Skilled Labor"
"54221","$100k+",0.19364,"Professional"
"54222","$50-75k",0.237,"Other"
"54223","$100k+",0.14853,"Executive"
"54224","$75-100k",0.06796,"Engineer"
"54225","$25-50k",0.08341,"Other"
"54226","$50-75k",0.32576,"Police Officer"
"54227","$100k+",0.05436,"Professional"
"54228","$75-100k",0.0768,"Other"
"54229","$75-100k",0.202,"Professional"
"54230","$50-75k",0.22237,"Other"
"54231","$75-100k",0.28899,"Professional"
"54232","$75-100k",0.19364,"Other"
"54233","$75-100k",0.31975,"Other"
"54234","$50-75k",0.0903,"Skilled Labor"
"54235","$75-100k",0.2533,"Other"
"54236","$100k+",0.12759,"Programmer"
"54238","$75-100k",0.21832,"Professional"
"54239","$25-50k",0.21025,"Other"
"54240","$75-100k",0.14348,"Realtor"
"54241","$25-50k",0.27306,"Other"
"54242","$50-75k",0.21699,"Professional"
"54243","$50-75k",0.32256,"Teaching"
"54244","$50-75k",0.29567,"Tradesman"
"54245","$1-25k",0.07439,"Sales"
"54246","$25-50k",0.2974,"Other"
"54247","$50-75k",0.14658,"Other"
"54248","$1-25k",0.35838,"Accountant"
"54249","$25-50k",0.2129,"Other"
"54250","$50-75k",0.20347,"Engineer"
"54251","$50-75k",0.19462,"Realtor"
"54252","$25-50k",0.35797,"Clerical"
"54253","$75-100k",0.17522,"Analyst"
"54254","$25-50k",0.14714,"Other"
"54255","$75-100k",0.22165,"Professional"
"54256","$50-75k",0.2258,"Tradesman"
"54257","$50-75k",0.34621,"Attorney"
"54258","$1-25k",0.35797,"Nursing"
"54259","$1-25k",0.26528,"Sales"
"54260","$1-25k",0.15629,"Food Service"
"54261","$25-50k",0.19501,"Sales"
"54262","$100k+",0.12458,"Other"
"54263","$50-75k",0.31293,"Professional"
"54264","$50-75k",0.32958,"Other"
"54265","$25-50k",0.28704,"Sales"
"54266","$50-75k",0.15629,"Medical Technician"
"54267","$100k+",0.37453,"Engineer"
"54268","$75-100k",0.20462,"Principal"
"54269","$100k+",0.17192,"Other"
"54270","$50-75k",0.13253,"Teaching"
"54271","$75-100k",0.27467,"Other"
"54272","$50-75k",0.35797,"Professional"
"54273","$50-75k",0.20735,"Clerical"
"54275","$1-25k",0.2129,"Homemaker"
"54276","$50-75k",0.15833,"Admin Assistant"
"54277","$25-50k",0.29776,"Other"
"54278","$25-50k",0.31053,"Professional"
"54280","$50-75k",0.20808,"None provided"
"54281","$100k+",0.10592,"Other"
"54282","$100k+",0.24758,"Pharmacist"
"54283","$100k+",0.06726,"Analyst"
"54284","$50-75k",0.36132,"Other"
"54285","$75-100k",0.12782,"Other"
"54286","$25-50k",0.126,"Other"
"54288","$100k+",0.15366,"Executive"
"54289","$25-50k",0.35356,"Other"
"54290","$75-100k",0.21166,"Other"
"54291","$75-100k",0.18478,"Military"
"54292","$50-75k",0.17192,"Other"
"54293","$100k+",0.28032,"Investor"
"54294","$50-75k",0.17069,"Civil Service"
"54295","$75-100k",0.18725,"Scientist"
"54296","$25-50k",0.34577,"Other"
"54297","$25-50k",0.28525,"Realtor"
"54298","$75-100k",0.30471,"Nursing"
"54299","$50-75k",0.09333,"Postal Service"
"54300","$75-100k",0.23121,"Other"
"54301","$50-75k",0.15936,"Other"
"54302","$75-100k",0.17522,"Sales"
"54303","$25-50k",0.3659,"Admin Assistant"
"54304","$1-25k",0.16461,"Medical Technician"
"54305","$75-100k",0.19645,"Analyst"
"54306","$25-50k",0.35244,"Laborer"
"54307","$50-75k",0.2837,"Teaching"
"54308","$25-50k",0.28156,"Other"
"54309","$50-75k",0.14714,"Other"
"54310","$25-50k",0.31032,"Other"
"54311","$75-100k",0.18518,"Other"
"54312","$25-50k",0.16165,"Other"
"54313","$75-100k",0.20705,"Skilled Labor"
"54315","$100k+",0.29588,"Other"
"54316","$75-100k",0.21166,"Professional"
"54317","$25-50k",0.13119,"Other"
"54318","$100k+",0.0762,"Professional"
"54319","$100k+",0.14358,"Other"
"54320","$50-75k",0.2951,"Other"
"54321","$75-100k",0.1802,"Admin Assistant"
"54322","$100k+",0.19323,"Accountant"
"54323","$75-100k",0.22354,"Civil Service"
"54324","$25-50k",0.06726,"Sales"
"54325","$75-100k",0.32446,"Executive"
"54326","$100k+",0.06589,"Professional"
"54327","$25-50k",0.35643,"Teaching"
"54328","$75-100k",0.18829,"Engineer"
"54329","$25-50k",0.25683,"Medical Technician"
"54330","$50-75k",0.30532,"Teaching"
"54332","$50-75k",0.14207,"Postal Service"
"54333","$1-25k",0.20868,"Skilled Labor"
"54334","$25-50k",0.35356,"Other"
"54335","$25-50k",0.14714,"Other"
"54336","$25-50k",0.35797,"Sales"
"54337","$25-50k",0.35132,"Other"
"54338","$50-75k",0.15324,"Truck Driver"
"54339","$25-50k",0.33698,"Clerical"
"54340","$75-100k",0.14358,"Pilot"
"54341","$25-50k",0.05927,"Other"
"54342","$75-100k",0.12528,"Other"
"54343","$50-75k",0.11296,"Analyst"
"54345","$50-75k",0.1899,"Engineer"
"54346","$75-100k",0.1831,"Other"
"54347","$50-75k",0.26917,"Professional"
"54348","$75-100k",0.22549,"Other"
"54349","$100k+",0.31293,"Professional"
"54350","$75-100k",0.24282,"Other"
"54351","$1-25k",0.35643,"Other"
"54352","$25-50k",0.33709,"Other"
"54353","$25-50k",0.17899,"Professional"
"54354","$50-75k",0.36438,"Medical Technician"
"54355","$75-100k",0.30285,"Medical Technician"
"54356","$25-50k",0.08381,"Other"
"54357","$50-75k",0.30182,"Skilled Labor"
"54358","$25-50k",0.20735,"Sales"
"54359","$25-50k",0.11066,"Other"
"54360","$25-50k",0.22712,"Teaching"
"54361","$25-50k",0.15223,"Other"
"54363","$25-50k",0.16988,"Clerical"
"54364","$1-25k",0.30337,"None provided"
"54365","$25-50k",0.18965,"Other"
"54366","$50-75k",0.2129,"Postal Service"
"54368","$100k+",0.20976,"Police Officer"
"54369","$25-50k",0.27462,"Teaching"
"54370","$100k+",0.08829,"Executive"
"54371","$75-100k",0.35797,"Professional"
"54372","$75-100k",0.21566,"Other"
"54373","$25-50k",0.29554,"Civil Service"
"54374","$1-25k",0.35132,"Other"
"54375","$50-75k",0.17677,"Programmer"
"54376","$50-75k",0.14816,"Retail Management"
"54377","$25-50k",0.15479,"Other"
"54378","$75-100k",0.33215,"Construction"
"54379","$1-25k",0.34045,"Nursing"
"54380","$25-50k",0.11296,"Other"
"54381","$25-50k",0.25757,"Other"
"54382","$25-50k",0.19546,"Other"
"54383","$75-100k",0.22992,"Professional"
"54384","$1-25k",0.25625,"Other"
"54385","$1-25k",0.20462,"Medical Technician"
"54386","$100k+",0.15936,"Executive"
"54387","$25-50k",0.28851,"Teaching"
"54388","$75-100k",0.32378,"Professional"
"54389","$75-100k",0.2021,"Admin Assistant"
"54390","$100k+",0.18555,"Sales"
"54391","$25-50k",0.13705,"Professional"
"54392","$25-50k",0.21025,"Other"
"54393","$100k+",0.15428,"Executive"
"54394","$25-50k",0.17754,"Other"
"54395","$75-100k",0.34887,"Teaching"
"54396","$100k+",0.29394,"Professional"
"54397","$100k+",0.15428,"Professional"
"54398","$50-75k",0.36945,"Civil Service"
"54399","$25-50k",0.28078,"Civil Service"
"54400","$25-50k",0.35797,"Other"
"54402","$25-50k",0.35797,"Accountant"
"54403","$25-50k",0.32989,"Bus Driver"
"54404","$25-50k",0.17611,"Engineer"
"54405","$75-100k",0.11194,"Civil Service"
"54406","$75-100k",0.2325,"Professor"
"54407","$75-100k",0.11499,"Accountant"
"54408","$75-100k",0.2951,"Sales"
"54409","$50-75k",0.11295,"Other"
"54410","$50-75k",0.35643,"Teaching"
"54411","$1-25k",0.19501,"None provided"
"54412","$100k+",0.3302,"Engineer"
"54413","$50-75k",0.18725,"Other"
"54414","$50-75k",0.27776,"Other"
"54415","$25-50k",0.24758,"Admin Assistant"
"54416","$50-75k",0.27535,"Professional"
"54417","$25-50k",0.33553,"Accountant"
"54418","$25-50k",0.2837,"Other"
"54419","$1-25k",0.29486,"Other"
"54420","$100k+",0.30182,"Analyst"
"54421","$50-75k",0.124,"Professional"
"54422","$50-75k",0.31848,"Other"
"54423","$100k+",0.10878,"Accountant"
"54424","$25-50k",0.20524,"Truck Driver"
"54425","$25-50k",0.25486,"Truck Driver"
"54426","$25-50k",0.25278,"Social Worker"
"54427","$1-25k",0.16436,"Food Service"
"54428","$50-75k",0.27462,"Professional"
"54429","$50-75k",0.32446,"Police Officer"
"54430","$25-50k",0.28386,"Admin Assistant"
"54432","$75-100k",0.21935,"Principal"
"54433","$75-100k",0.20081,"Other"
"54434","$50-75k",0.28851,"Postal Service"
"54435","$25-50k",0.26528,"Other"
"54436","$100k+",0.26526,"Programmer"
"54437","$1-25k",0.35643,"Other"
"54438","$50-75k",0.2951,"Other"
